nameOfIssuer,sshPrnamt,value
VIAD CORP,81556,2266
VIASAT INC,146365,9170
VICAL INC,104035,123
VICOR CORP,38767,520
VIEWPOINT FINL GROUP INC MD,1901134,52186
VILLAGE SUPER MKT INC,13277,412
VIMPELCOM LTD,879993,11387
VIOLIN MEMORY INC,140198,555
VIPSHOP HLDGS LTD,1118524,93598
VIRGINIA COMM BANCORP INC,88402,1502
VIRNETX HLDG CORP,75840,1472
VIROPHARMA INC,1051896,52437
VIRTUS INVT PARTNERS INC,170909,34191
VIRTUS TOTAL RETURN FD,10144,40
VIRTUSA CORP,59034,2249
VISA INC,5197115,1157294
VISHAY INTERTECHNOLOGY INC,226887,3009
VISHAY PRECISION GROUP INC,146934,2188
VISTA GOLD CORP,1075779,409
VISTAPRINT N V,192489,10943
VISTEON CORP,69487,5691
VITACOST COM INC,15778,91
VITAMIN SHOPPE INC,525014,27306
VITESSE SEMICONDUCTOR CORP,15891,46
VIVUS INC,923493,8386
VMWARE INC,317857,28514
VOCERA COMMUNICATIONS INC,929478,14509
VOCUS INC,34882,397
VODAFONE GROUP PLC NEW,7013282,275692
VOLCANO CORPORATION,755461,16507
VONAGE HLDGS CORP,553019,1842
VORNADO RLTY TR,1400655,124364
VOXX INTL CORP,46561,778
VRINGO INC,28241,84
VSE CORP,5990,288
VULCAN MATLS CO,580575,34499
W & T OFFSHORE INC,246325,3942
W P CAREY INC,97614,5989
WABASH NATL CORP,111570,1378
WABCO HLDGS INC,352825,32958
WABTEC CORP,172869,12839
WADDELL & REED FINL INC,414375,26984
WAGEWORKS INC,63606,3781
WAL-MART STORES INC,8984226,706969
WALGREEN CO,8832811,507357
WALTER ENERGY INC,226515,3767
WALTER INVT MGMT CORP,878951,31080
WARREN RES INC,276086,867
WASHINGTON FED INC,215646,5022
WASHINGTON REAL ESTATE INVT,246931,5769
WASHINGTON TR BANCORP,36677,1365
WASTE CONNECTIONS INC,1907827,83238
WASTE MGMT INC DEL,4663078,209233
WATERS CORP,309318,30931
WATSCO INC,298291,28654
WATTS WATER TECHNOLOGIES INC,96465,5969
WAUSAU PAPER CORP,110617,1403
WCI CMNTYS INC,23778,454
WD-40 CO,52305,3906
WEATHERFORD INTERNATIONAL LT,576632,8932
WEB COM GROUP INC,114644,3644
WEBMD HEALTH CORP,262556,10371
WEBSTER FINL CORP CONN,1921607,59916
WEIGHT WATCHERS INTL INC NEW,169858,5593
WEINGARTEN RLTY INVS,2846712,78058
WEIS MKTS INC,14691,772
WELLCARE HEALTH PLANS INC,861236,60648
WELLPOINT INC,1621709,149830
WELLS FARGO & CO NEW,19516980,899349
WELLS FARGO ADV GLB DIV OPP,13174,96
WELLS FARGO ADVANTAGE INCOME,10787,99
WELLS FARGO ADVANTAGE MULTI,13469,189
WENDYS CO,324824,2832
WERNER ENTERPRISES INC,61200,1513
WESBANCO INC,50301,1610
WESCO AIRCRAFT HLDGS INC,87510,1918
WESCO INTL INC,191112,17405
WEST CORP,1130717,29071
WEST MARINE INC,38063,542
WEST PHARMACEUTICAL SVSC INC,183843,9019
WESTAMERICA BANCORPORATION,76692,4330
WESTAR ENERGY INC,236394,7605
WESTELL TECHNOLOGIES INC,13453,54
WESTERN ALLIANCE BANCORP,96623,2305
WESTERN ASSET CLYM INFL OPP,14406,162
WESTERN ASSET EMRG MKT DEBT,52975,911
WESTERN ASSET EMRG MKT INCM,28893,342
WESTERN ASSET GLB HI INCOME,33480,410
WESTERN ASSET GLOBAL CP DEFI,13061,236
WESTERN ASSET HIGH INCM FD I,108511,979
WESTERN ASSET HIGH INCM OPP,16211,96
WESTERN ASSET INVT GRADE DEF,10946,221
WESTERN ASSET MTG CAP CORP,221498,3296
WESTERN ASSET MUN DEF OPP TR,32078,684
WESTERN ASSET MUN HI INCM FD,56399,380
WESTERN ASSET PREMIER BD FD,35789,520
WESTERN DIGITAL CORP,1548226,129897
WESTERN GAS EQUITY PARTNERS,424738,16781
WESTERN GAS PARTNERS LP,3633976,224180
WESTERN REFNG INC,2588789,109791
WESTERN REFNG LOGISTICS LP,2301174,59531
WESTERN UN CO,2114731,36478
WESTFIELD FINANCIAL INC NEW,12159,91
WESTLAKE CHEM CORP,298572,36446
WESTMORELAND COAL CO,10951,211
WESTPAC BKG CORP,434416,12620
WESTPORT INNOVATIONS INC,471832,9253
WESTWOOD HLDGS GROUP INC,6853,424
WET SEAL INC,184624,504
WEX INC,72513,7181
WEYCO GROUP INC,18214,536
WEYERHAEUSER CO,2546325,80888
WGL HLDGS INC,94308,3778
WHIRLPOOL CORP,1361322,213537
WHITE MTNS INS GROUP LTD,2443,1473
WHITESTONE REIT,18785,251
WHITEWAVE FOODS CO,467309,10720
WHITING PETE CORP NEW,2116876,130971
WHOLE FOODS MKT INC,7509756,434288
WILEY JOHN & SONS INC,91478,5049
WILLBROS GROUP INC DEL,110581,1042
WILLIAMS CLAYTON ENERGY INC,3226,264
WILLIAMS COS INC DEL,9309098,359052
WILLIAMS PARTNERS L P,4488284,228274
WILLIAMS SONOMA INC,440260,25658
WILLIS GROUP HOLDINGS PUBLIC,2344104,105039
WILSHIRE BANCORP INC,181383,1983
WINDSTREAM HLDGS INC,3033880,24210
WINMARK CORP,6091,564
WINNEBAGO INDS INC,76535,2101
WINTHROP RLTY TR,54845,606
WINTRUST FINL CORP,139785,6447
WIPRO LTD,169793,2138
WISCONSIN ENERGY CORP,648209,26797
WISDOMTREE INVTS INC,218668,3873
WISDOMTREE TR,3773359,180972
WISDOMTREE TRUST,5978910,281772
WOLVERINE WORLD WIDE INC,394771,13406
WOODWARD INC,183527,8371
WORKDAY INC,357258,29709
WORLD ACCEP CORP DEL,91129,7976
WORLD FUEL SVCS CORP,146347,6316
WORLD WRESTLING ENTMT INC,20336,337
WORTHINGTON INDS INC,393997,16579
WPCS INTL INC,12082,28
WPP PLC NEW,43469,4993
WPX ENERGY INC,832679,16970
WRIGHT MED GROUP INC,52804,1622
WSFS FINL CORP,239773,18589
WYNDHAM WORLDWIDE CORP,553302,40773
WYNN RESORTS LTD,883612,171606
XCEL ENERGY INC,7471674,208758
XENOPORT INC,102715,590
XERIUM TECHNOLOGIES INC,31285,516
XEROX CORP,9515270,115800
XILINX INC,11737510,538987
XINYUAN REAL ESTATE CO LTD,20028,107
XL GROUP PLC,7581923,241409
XO GROUP INC,51490,765
XOMA CORP DEL,39683,268
XOOM CORP,6593,180
XPO LOGISTICS INC,7808,205
XYLEM INC,558394,19320
XYRATEX LTD,10720,142
YADKIN FINL CORP,12918,220
YAHOO INC,4823518,195063
YAMANA GOLD INC,934883,8058
YANDEX N V,171506,7401
YELP INC,147284,10155
YINGLI GREEN ENERGY HLDG CO,307105,1551
YORK WTR CO,23167,485
YOUKU TUDOU INC,797140,24153
YPF SOCIEDAD ANONIMA,44044,1451
YRC WORLDWIDE INC,83781,1455
YUM BRANDS INC,6451165,487773
YY INC,58019,2917
ZAGG INC,24325,106
ZALE CORP NEW,101764,1605
ZAZA ENERGY CORP,113361,109
ZEBRA TECHNOLOGIES CORP,106136,5740
ZELTIQ AESTHETICS INC,3669,69
ZEP INC,63372,1151
ZILLOW INC,64617,5281
ZIMMER HLDGS INC,582858,54316
ZIONS BANCORPORATION,4797562,143734
ZIOPHARM ONCOLOGY INC,95820,416
ZIX CORP,51144,233
ZOETIS INC,2368202,77416
ZOGENIX INC,96483,332
ZOLTEK COS INC,47023,788
ZUMIEZ INC,111815,2907
ZYGO CORP,37755,558
ZYNGA INC,659528,2506
